X,jumlah_kartu,outstanding,limit_kredit,tagihan,total_pemakaian_tunai,total_pemakaian_retail,sisa_tagihan_tidak_terbayar,kode_cabang,rasio_pembayaran,persentasi_overlimit,rasio_pembayaran_3bulan,rasio_pembayaran_6bulan,skor_delikuensi,flag_kredit_macet,jumlah_tahun_sejak_pembukaan_kredit,total_pemakaian,sisa_tagihan_per_jumlah_kartu,sisa_tagihan_per_limit,total_pemakaian_per_limit,pemakaian_3bln_per_limit,pemakaian_6bln_per_limit,utilisasi_3bulan,utilisasi_6bulan
2815,2,5288014,6000000.0,5442952.0,0.0,0.0,5327740.0,F,0.0,0.0,50.0,86.9,0,0,6.92,0.0,2663870.0,0.888,0.0,0.41600000000000004,0.797,0.757,0.759
7756,2,527600,5000000.0,518634.0,0.0,0.0,518314.0,E,0.0,0.0,28.6,52.0,0,0,1.75,0.0,259157.0,0.10400000000000001,0.0,0.0,0.0964,0.11699999999999999,0.46
3581,2,2366004,3000000.0,2208042.0,0.0,2181899.0,0.0,G,100.0,0.0,59.1,23.5,0,0,2.42,2181899.0,0.0,0.0,0.727,0.327,0.0,0.363,0.0
3044,2,320654,15000000.0,52543.0,0.0,212220.0,0.0,A,96.4,0.0,-21.8,126.0,0,0,4.25,212220.0,0.0,0.0,0.0141,0.0061,0.00198,0.0592,0.184
11942,2,5018891,8000000.0,877482.0,0.0,3987300.0,0.0,A,101.0,0.0,100.0,66.7,0,0,7.42,3987300.0,0.0,0.0,0.498,0.264,0.37,0.34600000000000003,0.691
963,3,5495673,15000000.0,5254493.0,0.0,280375.0,5519120.0,A,10.06,0.0,10.14,10.97,0,0,15.33333333,280375.0,1839706.667,0.367941333,0.018691667,0.0122,0.0,0.316650483,0.272176133
10590,4,61061128,93000000.0,11578826.0,0.0,17107888.0,0.0,A,100.0,0.0,100.0,100.0,0,0,16.7,17107888.0,0.0,0.0,0.184,0.237,0.361,0.595,0.643
14592,3,5312467,7000000.0,684936.0,0.0,58600.0,1472040.0,E,100.0,0.0,99.0,99.8,0,0,15.3,58600.0,490680.0,0.21,0.00837,0.0275,0.281,0.769,1.1
13888,3,253310,6000000.0,284864.0,0.0,0.0,273477.0,A,0.0,0.0,49.6,67.4,0,0,13.0,0.0,91159.0,0.0456,0.0,0.00838,0.023,0.0435,0.0183
11169,2,12166771,10000000.0,13085578.0,0.0,1934685.0,12511040.0,H,0.0,31.1,17.3,0.0,0,0,6.42,1934685.0,6255520.0,1.25,0.193,0.395,0.34700000000000003,1.11,0.363
10487,2,2069263,29000000.0,924966.0,0.0,915997.0,1000000.0,F,100.0,0.0,100.0,100.0,0,0,4.83,915997.0,500000.0,0.0345,0.0316,0.0345,0.0567,0.0942,0.11699999999999999
12065,3,56623761,50000000.0,52919259.0,0.0,1612902.0,53544291.0,F,0.0,14.8,23.2,16.2,0,1,9.33,1612902.0,17848097.0,1.07,0.0323,0.18600000000000003,0.20800000000000002,1.12,0.903
2717,3,7270280,30000000.0,1568158.0,0.0,0.0,0.0,A,99.9,0.0,100.0,100.0,0,0,2.42,0.0,0.0,0.0,0.0,0.0,0.0054600000000000004,0.222,0.251
12872,2,2708561,3000000.0,2622679.0,0.0,0.0,2699263.0,B,14.1,0.0,58.4,100.0,0,0,3.83,0.0,1349632.0,0.9,0.0,0.12300000000000001,0.636,0.9229999999999999,0.764
6560,2,6621554,22000000.0,1677874.0,0.0,0.0,4750391.0,A,0.0,0.0,75.0,88.5,0,0,9.75,0.0,2375196.0,0.21600000000000003,0.0,0.0256,0.00856,0.317,0.341
14296,4,86228555,85000000.0,10701979.0,0.0,9546550.0,75000000.0,A,100.0,1.36,115.0,100.0,0,0,17.5,9546550.0,18750000.0,0.882,0.11199999999999999,0.273,0.479,1.12,1.36
10510,2,11996921,7000000.0,11428170.0,0.0,5297933.0,11555968.0,A,0.0,190.0,30.1,33.1,0,0,8.33,5297933.0,5777984.0,1.65,0.757,0.233,0.41700000000000004,1.16,1.17
7247,2,6690514,15000000.0,1441634.0,0.0,1033000.0,3318344.0,A,100.0,0.0,100.0,100.0,0,0,10.5,1033000.0,1659172.0,0.221,0.0689,0.156,0.314,0.461,0.368
8848,2,22218399,19000000.0,14616503.0,0.0,2155305.0,22282386.0,A,100.0,17.1,56.8,51.3,0,0,2.67,2155305.0,11141193.0,1.17,0.113,0.525,0.605,1.11,0.875
5598,3,12661753,12000000.0,12457291.0,0.0,1000000.0,12663820.0,B,10.0,3.69,15.8,24.9,0,0,3.5,1000000.0,4221273.0,1.06,0.0833,0.0974,0.42700000000000005,0.956,1.0
12059,2,4023865,4000000.0,3805149.0,0.0,100000.0,3926554.0,I,18.3,0.54,9.72,17.0,0,1,0.917,100000.0,1963277.0,0.982,0.025,0.0,0.10300000000000001,0.818,0.856
12564,2,1377610,10000000.0,1367809.0,0.0,1252900.0,63866.0,A,0.0,0.0,62.9,100.0,0,0,1.42,1252900.0,31933.0,0.00639,0.125,0.0631,0.21100000000000002,0.0696,0.2
13001,2,10909732,10000000.0,1232246.0,0.0,4089504.0,0.0,B,100.0,8.89,36.0,35.8,0,0,2.5,4089504.0,0.0,0.0,0.409,0.37200000000000005,0.0688,1.14,0.95
3115,2,20300200,20000000.0,20328979.0,0.0,0.0,20213955.0,K,0.0,0.72,7.51,39.0,0,1,1.33,0.0,10106978.0,1.01,0.0,0.0914,0.381,1.02,1.04
5820,4,8823264,7000000.0,9669967.0,0.0,611000.0,8289255.0,B,12.1,26.4,14.5,15.3,0,0,8.17,611000.0,2072314.0,1.18,0.0873,0.183,0.18100000000000002,1.18,0.888
2654,3,330105,73000000.0,301316.0,0.0,67485.0,0.0,C,99.3,0.0,100.0,100.0,0,0,15.2,67485.0,0.0,0.0,0.000924,0.0017800000000000001,0.0012900000000000001,0.00228,0.00742
6299,3,9840117,9000000.0,9853124.0,0.0,0.0,9914428.0,G,12.6,9.52,41.7,86.3,0,0,12.0,0.0,3304809.0,1.1,0.0,0.324,0.451,1.04,1.11
14473,2,24550379,29000000.0,12514651.0,0.0,0.0,22251430.0,A,0.0,0.0,11.6,11.5,0,0,15.4,0.0,11125715.0,0.767,0.0,0.0258,0.0596,1.13,1.16
13377,3,52357727,52000000.0,50526627.0,0.0,0.0,51453463.0,A,0.0,1.85,7.82,17.1,0,1,10.8,0.0,17151154.0,0.9890000000000001,0.0,0.0371,0.10300000000000001,1.02,0.871
7133,2,856445,10000000.0,132000.0,0.0,802871.0,0.0,A,100.0,0.0,100.0,100.0,0,0,3.17,802871.0,0.0,0.0,0.0803,0.0383,0.0864,0.0377,0.10800000000000001
2883,3,34999,25000000.0,30870.0,0.0,0.0,0.0,A,0.0,0.0,0.0,0.0,0,1,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.00417
13577,2,413200,6000000.0,76395.0,0.0,680700.0,81786.0,E,0.0,0.0,25.0,0.0,0,0,5.83,680700.0,40893.0,0.0136,0.113,0.0194,0.0,0.0258,0.0
7072,2,18169057,75000000.0,11394139.0,0.0,16078198.0,0.0,A,100.0,0.0,99.7,100.0,0,0,7.25,16078198.0,0.0,0.0,0.214,0.134,0.16399999999999998,0.141,0.109
7368,2,4574112,20000000.0,1815787.0,0.0,3232798.0,4844500.0,A,100.0,0.0,100.0,100.0,0,0,3.0,3232798.0,2422250.0,0.242,0.162,0.0599,0.0262,0.12300000000000001,0.0601
7686,2,2508512,3000000.0,2384150.0,0.0,0.0,2473526.0,F,34.1,0.0,44.1,58.6,0,0,5.0,0.0,1236763.0,0.825,0.0,0.326,0.43200000000000005,0.79,0.43
4725,2,7439373,19000000.0,4000000.0,0.0,3022323.0,0.0,A,100.0,0.0,100.0,100.0,0,0,8.92,3022323.0,0.0,0.0,0.159,0.125,0.0273,0.171,0.0314
2190,2,3619046,10000000.0,1933276.0,0.0,3529969.0,0.0,G,100.0,0.0,100.0,100.0,0,0,3.42,3529969.0,0.0,0.0,0.353,0.406,0.72,0.26,0.46299999999999997
15023,3,21383092,20000000.0,20687092.0,0.0,119001.0,20343449.0,A,15.0,4.89,50.0,12.3,0,0,2.33,119001.0,6781150.0,1.02,0.00595,0.489,0.193,1.01,0.914
1349,3,69024,3000000.0,67805.0,0.0,0.0,101904.0,B,0.0,0.0,25.0,100.0,0,0,4.583333333,0.0,33968.0,0.033968,0.0,0.0,0.00016089,0.024587917,0.04858411
15052,2,4691224,16000000.0,849442.0,0.0,0.0,0.0,A,100.0,0.0,105.0,6.67,0,0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.335
1628,4,2944905,3000000.0,455461.0,0.0,0.0,1977500.0,I,0.0,0.0,73.46,136.1,0,0,5.083333333,0.0,494375.0,0.659166667,0.0,0.0,0.003166667,0.7332284170000001,0.846920557
12296,2,638135,7000000.0,637454.0,0.0,642560.0,0.0,F,200.0,0.0,100.0,33.3,0,0,2.42,642560.0,0.0,0.0,0.0918,0.368,0.0,0.39799999999999996,0.17800000000000002
8300,3,1024221,7000000.0,995152.0,0.0,55000.0,0.0,I,99.7,0.0,100.0,101.0,0,0,12.9,55000.0,0.0,0.0,0.007859999999999999,0.0417,0.0,0.546,0.778
13052,2,7879752,12000000.0,7858978.0,0.0,33027.0,7838693.0,F,0.0,0.0,7.94,11.2,0,0,10.5,33027.0,3919347.0,0.653,0.00275,0.0674,0.18600000000000003,0.706,0.735
2727,2,508454,24000000.0,500000.0,0.0,1904.0,491123.0,B,25.2,0.0,75.0,100.0,0,0,8.92,1904.0,245562.0,0.0205,7.929999999999999e-05,0.008490000000000001,0.00663,0.0166,0.00533
7332,2,16597285,20000000.0,13925121.0,0.0,1810000.0,15356889.0,A,37.5,0.0,21.1,49.3,0,0,3.5,1810000.0,7678445.0,0.768,0.0905,0.0859,0.289,0.8690000000000001,0.9
2714,2,6705469,54000000.0,5270605.0,0.0,26798.0,0.0,A,100.0,0.0,117.0,122.0,0,0,14.3,26798.0,0.0,0.0,0.000496,0.0592,0.036000000000000004,0.086,0.0353
5061,2,2079049,6000000.0,1959200.0,0.0,409417.0,2375929.0,A,31.4,0.0,22.4,26.9,0,0,10.8,409417.0,1187965.0,0.396,0.0682,0.0163,0.0427,0.405,0.3
5067,3,594692,9000000.0,437869.0,0.0,48000.0,573437.0,A,0.0,0.0,25.7,27.6,0,0,10.0,48000.0,191146.0,0.0637,0.00533,0.000367,0.0,0.0733,0.121
1286,2,305409,10000000.0,236384.0,0.0,53800.0,0.0,A,100.0,0.0,49.98,0.0,0,0,5.666666667,53800.0,0.0,0.0,0.005379999999999999,0.010920725,0.0,0.00488775,0.006797933000000001
7038,2,1808581,5000000.0,1498367.0,0.0,1576205.0,0.0,K,100.0,0.0,100.0,100.0,0,0,3.25,1576205.0,0.0,0.0,0.315,0.201,0.233,0.163,0.0469
8336,2,3749066,30000000.0,2092717.0,0.0,2940000.0,0.0,A,100.0,0.0,100.0,100.0,0,0,3.17,2940000.0,0.0,0.0,0.098,0.102,0.0518,0.0869,0.113
7167,5,107189790,100000000.0,106000000.0,0.0,0.0,106000000.0,A,5.95,4.97,21.7,10.1,0,0,9.75,0.0,21264217.0,1.06,0.0,0.15,0.0888,1.06,0.971
10769,2,3322281,13000000.0,2261527.0,0.0,-204443.0,2973506.0,A,0.0,0.0,36.9,14.5,0,0,8.0,-204443.0,1486753.0,0.22899999999999998,-0.0157,0.00105,0.0552,0.271,0.281
5276,3,5340558,5000000.0,5136558.0,0.0,229400.0,5340558.0,I,10.0,6.62,60.2,100.0,0,0,1.92,229400.0,1780186.0,1.07,0.0459,0.318,0.831,0.9990000000000001,0.982
4177,2,96544,6000000.0,88305.0,0.0,0.0,73720.0,A,0.0,0.0,58.8,100.0,0,0,12.1,0.0,36860.0,0.0123,0.0,0.0,0.0,0.0502,0.149
11424,2,16735596,38000000.0,149419.0,0.0,16000000.0,0.0,B,100.0,0.0,100.0,105.0,0,0,5.67,16000000.0,0.0,0.0,0.42100000000000004,0.212,0.268,0.221,0.32899999999999996
9447,2,14752188,15000000.0,14571590.0,0.0,170000.0,14752188.0,A,3.91,0.0,20.1,15.8,0,0,6.5,170000.0,7376094.0,0.983,0.0113,0.156,0.162,0.862,1.15
6111,2,1846585,5000000.0,1847027.0,0.0,1825744.0,0.0,A,100.0,0.0,82.1,50.1,0,0,5.58,1825744.0,0.0,0.0,0.365,0.255,0.29100000000000004,0.563,0.301
9651,2,3350176,15000000.0,3290695.0,0.0,0.0,3620706.0,A,23.3,0.0,46.0,100.0,0,0,0.75,0.0,1810353.0,0.24100000000000002,0.0,0.0,0.0224,0.276,0.33899999999999997
12225,2,48646,5000000.0,26796.0,0.0,0.0,26635.0,G,0.0,0.0,50.2,0.0,0,0,4.67,0.0,13318.0,0.00533,0.0,0.0284,0.0,0.00607,0.0018399999999999998
8676,3,4638073,4000000.0,4320398.0,0.0,337000.0,4671927.0,A,96.1,15.8,121.0,114.0,0,0,2.17,337000.0,1557309.0,1.17,0.0843,0.642,0.42200000000000004,1.04,0.914
8598,2,737390,10000000.0,407831.0,0.0,307579.0,0.0,B,0.0,0.0,49.9,100.0,0,0,4.75,307579.0,0.0,0.0,0.0308,0.0268,0.133,0.10099999999999999,0.139
10815,2,5591059,5000000.0,1519324.0,0.0,391738.0,1238145.0,A,100.0,8.63,100.0,100.0,0,0,4.92,391738.0,619073.0,0.248,0.0783,0.594,0.318,1.37,1.01
12063,2,18708661,30000000.0,3070101.0,0.0,4534900.0,0.0,C,100.0,0.0,100.0,100.0,0,0,3.42,4534900.0,0.0,0.0,0.151,0.2,0.126,0.431,0.309
2873,3,230832485,80000000.0,227000000.0,0.0,0.0,443000000.0,A,0.0,77.8,13.5,-76.6,0,1,10.5,0.0,148000000.0,5.53,0.0,0.153,0.252,2.39,1.43
6457,3,751640,37000000.0,738567.0,0.0,0.0,0.0,A,99.2,0.0,99.7,95.2,0,0,4.08,0.0,0.0,0.0,0.0,0.0198,0.0193,0.0292,0.0458
2247,2,329697,3000000.0,308360.0,0.0,0.0,0.0,B,104.0,0.0,75.3,100.0,0,0,6.08,0.0,0.0,0.0,0.0,0.225,0.7140000000000001,0.121,2.49
6194,2,689411,8000000.0,90528.0,0.0,599000.0,0.0,A,100.0,0.0,100.0,100.0,0,0,2.92,599000.0,0.0,0.0,0.0749,0.195,0.0853,0.198,0.0573
3675,8,68592834,75000000.0,58294450.0,0.0,48784970.0,41000000.0,A,23.2,0.0,148.0,127.0,0,0,12.4,48784970.0,5119916.0,0.546,0.65,0.48,0.358,0.875,0.32899999999999996
13161,3,8157030,7000000.0,8017475.0,0.0,202500.0,8012937.0,E,8.12,32.1,25.0,10.0,0,0,8.5,202500.0,2670979.0,1.14,0.0289,0.24,0.0498,1.15,0.7170000000000001
14152,2,3619046,10000000.0,2970933.0,0.0,711667.0,3631157.0,A,38.3,0.0,17.9,16.2,0,0,3.0,711667.0,1815579.0,0.363,0.0712,0.0466,0.0498,0.32899999999999996,0.354
3337,3,15078976,40000000.0,14762718.0,0.0,0.0,14728926.0,A,46.2,0.0,38.2,25.2,0,0,0.833,0.0,4909642.0,0.368,0.0,0.0212,0.0869,0.601,0.8109999999999999
5216,2,2681994,5000000.0,2679833.0,0.0,0.0,2629393.0,A,0.0,0.0,11.0,23.8,0,0,2.83,0.0,1314697.0,0.526,0.0,0.0769,0.0,0.457,0.433
14500,4,55042964,50000000.0,31879042.0,0.0,3742132.0,31138004.0,A,9.68,14.8,16.2,13.6,0,0,11.9,3742132.0,7784501.0,0.623,0.0748,0.102,0.156,1.06,0.9079999999999999
4022,2,47621,4000000.0,505239.0,0.0,220359.0,160939.0,A,0.0,0.0,49.0,54.9,0,0,6.0,220359.0,80470.0,0.0402,0.0551,0.0359,0.0521,0.0763,0.0314
11771,3,3487698,3000000.0,3484701.0,0.0,0.0,3580199.0,K,0.0,16.7,54.0,68.2,0,0,5.92,0.0,1193400.0,1.19,0.0,0.327,0.0765,0.769,0.637
6113,2,130042565,200000000.0,1860712.0,0.0,111000000.0,0.0,A,924.0,0.0,954.0,12613.0,0,0,8.75,111000000.0,0.0,0.0,0.556,0.43,0.574,0.5539999999999999,0.405
8725,2,7552895,7000000.0,6813250.0,0.0,722100.0,7482524.0,A,39.1,7.58,14.9,42.1,0,0,2.67,722100.0,3741262.0,1.07,0.10300000000000001,0.10300000000000001,0.0721,1.0,0.982
10594,3,3727109,51000000.0,755555.0,0.0,575408.0,2269122.0,A,99.8,0.0,50.0,60.6,0,0,12.1,575408.0,756374.0,0.0445,0.0113,0.0101,0.006959999999999999,0.0365,0.0532
496,2,922335,63000000.0,595619.0,0.0,334600.0,0.0,A,100.0,0.0,95.4,95.45,0,0,11.91666667,334600.0,0.0,0.0,0.0053111109999999994,0.005462066999999999,0.007460026999999999,0.017560675,0.012406296
5433,2,3637581,4000000.0,972667.0,0.0,1000000.0,3750250.0,A,124.0,0.0,93.4,24.3,0,0,5.67,1000000.0,1875125.0,0.938,0.25,0.20800000000000002,0.0139,0.81,0.669
7725,2,2647884,3000000.0,2400077.0,0.0,0.0,2506631.0,H,19.3,0.0,37.1,93.1,0,0,2.0,0.0,1253316.0,0.836,0.0,0.243,0.00133,0.5329999999999999,0.0629
9620,2,16026912,20000000.0,1462380.0,0.0,0.0,15753859.0,A,75.3,0.0,46.7,62.3,0,0,2.83,0.0,7876930.0,0.7879999999999999,0.0,0.175,0.297,0.81,0.41600000000000004
3621,2,238869,10000000.0,185816.0,0.0,89000.0,292717.0,A,0.0,0.0,75.0,100.0,0,0,2.42,89000.0,146359.0,0.0293,0.0089,0.109,0.111,0.128,0.319
202,2,2669811,3000000.0,2654314.0,0.0,0.0,2661098.0,B,10.93,0.0,35.08,48.25,0,0,5.333333333,0.0,1330549.0,0.887032667,0.0,0.004178917,0.64497811,0.9691725,0.9873465570000001
8312,2,674379,3000000.0,235601.0,0.0,0.0,210413.0,F,100.0,0.0,83.3,72.6,0,0,3.33,0.0,105207.0,0.0701,0.0,0.102,0.0973,0.406,0.615
6558,2,4149547,7000000.0,390773.0,0.0,0.0,0.0,A,100.0,0.0,104.0,0.0,0,0,5.58,0.0,0.0,0.0,0.0,0.0714,0.193,0.718,1.01
15445,2,738994,5000000.0,666309.0,0.0,108000.0,733744.0,A,117.0,0.0,83.2,226.0,0,0,6.0,108000.0,366872.0,0.147,0.0216,0.0404,0.49,0.665,0.607
12959,3,3145469,65000000.0,539000.0,0.0,2201660.0,0.0,C,100.0,0.0,90.6,93.1,0,0,6.92,2201660.0,0.0,0.0,0.0339,0.00883,0.000728,0.0349,0.0539
6716,2,3075839,3000000.0,2763929.0,0.0,12000.0,3055267.0,A,0.0,2.57,33.8,9.79,0,0,4.25,12000.0,1527634.0,1.02,0.004,0.267,0.134,1.04,1.05
12523,2,28258371,26000000.0,27812708.0,0.0,1330625.0,27753859.0,A,101.0,12.2,77.8,70.1,0,0,9.0,1330625.0,13876930.0,1.07,0.0512,0.253,0.228,0.57,0.166
9423,2,2375333,17000000.0,2444889.0,0.0,566000.0,2033166.0,A,0.0,0.0,53.4,99.4,0,0,13.2,566000.0,1016583.0,0.12,0.0333,0.092,0.087,0.12300000000000001,0.349
1953,2,7057781,7000000.0,7060989.0,500000.0,24000.0,6993463.0,A,5.42,0.63,17.95,18.53,0,0,21.0,524000.0,3496731.5,0.999066143,0.074857143,0.084006821,0.046585714,0.9928994290000001,0.962629953
9351,2,5033265,5000000.0,5038632.0,0.0,237930.0,5306963.0,A,119.0,0.9,100.0,100.0,0,0,4.75,237930.0,2653482.0,1.06,0.0476,0.45399999999999996,0.581,0.975,0.996
14627,2,561394,9000000.0,399000.0,0.0,573500.0,0.0,J,100.0,0.0,107.0,100.0,0,0,3.42,573500.0,0.0,0.0,0.0637,0.0409,0.0471,0.0503,0.0568
10988,2,4520345,7000000.0,4413530.0,0.0,25878.0,0.0,A,100.0,0.12,25.0,124.0,0,0,7.42,25878.0,0.0,0.0,0.0037,0.152,0.18899999999999997,0.557,0.462
10640,2,9457385,8000000.0,9460466.0,0.0,0.0,9436028.0,A,38.6,18.3,22.0,96.2,0,0,1.83,0.0,4718014.0,1.18,0.0,0.0525,0.41700000000000004,1.16,0.897
14190,2,5154583,5000000.0,5134907.0,0.0,900000.0,5137766.0,A,28.0,3.11,11.4,60.3,0,0,1.92,900000.0,2568883.0,1.03,0.18,0.138,0.218,0.94,0.879
5606,2,1503597,3000000.0,276495.0,0.0,0.0,1282875.0,A,110.0,0.0,104.0,105.0,0,0,0.917,0.0,641438.0,0.428,0.0,0.204,0.191,0.618,0.447
1660,2,13937429,60000000.0,6593459.0,0.0,9169915.0,0.0,A,0.0,0.0,14.86,93.78,0,0,13.33333333,9169915.0,0.0,0.0,0.15283191699999998,0.115740983,0.038420972000000005,0.300763729,0.41621332200000005
11024,2,11524533,15000000.0,3951138.0,0.0,1482897.0,0.0,A,100.0,0.0,100.0,100.0,0,0,3.0,1482897.0,0.0,0.0,0.0989,0.138,0.17600000000000002,0.7170000000000001,0.725
12982,2,11693559,10000000.0,11166461.0,0.0,1372466.0,11605372.0,A,0.0,16.4,28.8,82.9,0,1,1.92,1372466.0,5802686.0,1.16,0.13699999999999998,0.149,0.612,1.18,1.14
9370,2,6477710,6000000.0,5961372.0,0.0,417000.0,5705472.0,A,0.0,7.4,31.7,68.2,0,0,4.92,417000.0,2852736.0,0.951,0.0695,0.386,0.278,0.812,0.75
4405,2,3652312,5000000.0,259520.0,0.0,0.0,0.0,I,100.0,0.0,48.3,74.8,0,0,2.5,0.0,0.0,0.0,0.0,0.256,0.332,0.87,0.579
3482,2,3151425,3000000.0,2943067.0,0.0,0.0,3183194.0,F,0.0,5.21,27.1,5.93,0,0,3.08,0.0,1591597.0,1.06,0.0,0.196,0.336,1.01,0.922
5362,2,4107474,5000000.0,3485511.0,0.0,755485.0,4005933.0,B,0.0,0.0,25.2,76.2,0,0,1.92,755485.0,2000000.0,0.8009999999999999,0.151,0.13,0.0444,0.6629999999999999,0.607
11787,6,20144687,24000000.0,303205.0,0.0,30853684.0,0.0,A,110.0,0.0,100.0,100.0,0,0,12.4,30853684.0,0.0,0.0,1.29,0.217,0.16,0.298,0.12300000000000001
3691,2,8772082,7000000.0,8761683.0,0.0,0.0,8816235.0,A,6.0,25.6,3.01,10.0,0,0,3.92,0.0,4408118.0,1.26,0.0,0.0393,0.11,1.17,1.02
8624,2,4220364,5000000.0,5069263.0,0.0,0.0,4146775.0,A,0.0,0.0,15.7,33.3,0,0,8.67,0.0,2073388.0,0.8290000000000001,0.0,0.10400000000000001,0.258,0.9109999999999999,0.794
3156,2,3246699,7000000.0,1455942.0,0.0,412589.0,0.0,J,100.0,0.0,100.0,100.0,0,0,5.33,412589.0,0.0,0.0,0.0589,0.183,0.0,0.489,0.00205
6693,3,20978136,20000000.0,20800666.0,0.0,0.0,20779541.0,A,0.0,5.23,24.5,29.1,0,0,2.83,0.0,6926514.0,1.04,0.0,0.494,0.8959999999999999,0.9670000000000001,0.991
15014,2,8299743,8000000.0,4378571.0,0.0,218926.0,8400404.0,A,23.2,7.64,33.1,34.9,0,0,2.0,218926.0,4200202.0,1.05,0.0274,0.141,0.0958,1.1,1.19
9952,2,592000,3000000.0,437869.0,0.0,170239.0,610021.0,A,0.0,0.0,50.0,100.0,0,0,2.0,170239.0,305011.0,0.203,0.0567,0.0481,0.193,0.11900000000000001,0.12
4993,2,3432724,3000000.0,1077638.0,0.0,250000.0,3357813.0,A,0.0,14.5,74.3,58.8,0,1,1.08,250000.0,1678907.0,1.12,0.0833,0.0705,0.33299999999999996,1.06,0.98
4072,2,3226109,3000000.0,3222693.0,0.0,0.0,99201.0,F,0.0,7.55,100.0,168.0,0,1,1.5,0.0,49601.0,0.0331,0.0,0.47,0.46299999999999997,0.887,0.546
7380,2,63345,5000000.0,90166.0,0.0,0.0,119584.0,A,0.0,0.0,45.4,94.0,0,0,0.75,0.0,59792.0,0.0239,0.0,0.0,0.0,0.0165,0.324
1870,2,280457,5000000.0,231912.0,0.0,143990.0,0.0,A,100.0,0.0,50.0,30.73,0,0,2.833333333,143990.0,0.0,0.0,0.028798,0.0449821,0.0,0.08771655,0.282650334
12636,2,1119455,3000000.0,720559.0,0.0,832000.0,1352944.0,G,100.0,0.0,100.0,100.0,0,0,2.0,832000.0,676472.0,0.451,0.27699999999999997,0.41,0.43700000000000006,0.49200000000000005,0.9
5003,1,22263291,20000000.0,23861820.0,0.0,128400.0,20603417.0,A,36.2,11.6,9.58,10.1,0,0,1.92,128400.0,20603417.0,1.03,0.00642,0.102,0.21600000000000003,1.15,1.19
8659,2,3399775,3000000.0,2640003.0,0.0,0.0,2668488.0,F,26.7,11.8,33.6,79.0,0,1,0.75,0.0,1334244.0,0.889,0.0,0.365,0.546,1.16,0.657
6169,2,3193077,3000000.0,3489878.0,0.0,0.0,3213925.0,A,0.0,6.81,9.71,17.7,0,1,2.83,0.0,1606963.0,1.07,0.0,0.0788,0.2,1.0,0.915
11475,4,18100359,16000000.0,664804.0,0.0,9283770.0,6078078.0,A,100.0,0.0,54.1,66.0,0,0,6.67,9283770.0,1519520.0,0.38,0.58,0.18100000000000002,0.294,0.977,1.34
7341,2,6233852,5000000.0,6081580.0,0.0,0.0,6424981.0,B,0.0,25.3,50.0,50.0,0,0,1.75,0.0,3212491.0,1.28,0.0,0.534,0.213,1.05,0.856
395,4,1063870,24000000.0,761018.0,0.0,915999.0,0.0,A,100.0,0.0,125.0,99.74,0,0,9.916666667000001,915999.0,0.0,0.0,0.038166625,0.035244167,0.057199333,0.057273635,0.10333845800000001
11961,2,2996299,10000000.0,462625.0,0.0,1938331.0,0.0,A,100.0,0.0,100.0,100.0,0,0,4.0,1938331.0,0.0,0.0,0.19399999999999998,0.196,0.0868,0.153,0.225
9903,2,7236167,10000000.0,1200000.0,0.0,4883862.0,0.0,A,100.0,0.0,100.0,100.0,0,0,5.83,4883862.0,0.0,0.0,0.488,0.353,0.49,0.264,0.46299999999999997
12338,5,3919950,42000000.0,833331.0,0.0,0.0,0.0,B,100.0,0.0,100.0,100.0,0,0,7.83,0.0,0.0,0.0,0.0,0.0,0.006,0.127,0.18600000000000003
5211,2,3732038,3000000.0,3498259.0,0.0,508000.0,3621315.0,H,34.6,23.8,7.99,49.8,0,0,6.08,508000.0,1810658.0,1.21,0.16899999999999998,0.325,0.435,1.1,0.9259999999999999
551,2,169966,5000000.0,88836.0,0.0,48400.0,0.0,A,100.0,0.0,69.46,97.04,0,0,2.0,48400.0,0.0,0.0,0.00968,0.00567095,0.0,0.02233515,0.021085866
13436,2,11914671,10000000.0,11762257.0,0.0,0.0,11912257.0,A,10.0,21.0,13.7,16.8,0,1,6.08,0.0,5956129.0,1.19,0.0,0.0754,0.0667,1.15,1.11
12199,2,18444053,77000000.0,10444211.0,0.0,10391603.0,0.0,A,99.9,0.0,74.8,72.5,0,0,6.17,10391603.0,0.0,0.0,0.135,0.0927,0.0739,0.10099999999999999,0.163
1262,2,4958238,7000000.0,4394267.0,0.0,494275.0,4951674.0,C,55.64,0.0,89.43,101.03,0,0,3.333333333,494275.0,2475837.0,0.707382,0.070610714,0.24071678600000002,0.220595239,0.656327643,0.6064470470000001
11289,2,1414909,10000000.0,1352521.0,0.0,19449.0,1393596.0,F,15.8,0.0,9.83,13.5,0,0,7.08,19449.0,696798.0,0.139,0.0019399999999999999,0.0,0.000524,0.139,0.135
3568,3,108957539,111000000.0,56117995.0,0.0,52519107.0,111000000.0,A,75.2,2.54,721.0,12613.0,0,0,8.92,52519107.0,37090745.0,1.0,0.473,0.242,0.298,0.982,0.97
666,2,5053226,6000000.0,1095255.0,0.0,0.0,0.0,A,100.0,0.5,103.67,130.77,0,0,9.583333332999999,0.0,0.0,0.0,0.0,0.20370833300000002,0.0,0.431736167,0.156242945
